land_area,price,region
10 сот,350000.0,"Ярославская область, Ярославский р-н, д. Боровая"
4.5 сот,550000.0,
50 сот,70000.0,
10 сот,600000.0,
80 сот,1500000.0,"Ростовская область, Неклиновский р-н, хутор Калиновка"
12 сот,2699000.0,"Ленинградская область, Всеволожский р-н, Сертоловское городское поселение, садоводческое некоммерческое партнерство Северная Жемчужина"
25 сот,2500000.0,Ленинградская область
64 га,2000000.0,
12.5 сот,670000.0,
10 сот,3500000.0,
12 сот,700000.0,"Республика Крым, Сакский р-н, Охотниковское сельское поселение, с. Орлянка"
6 сот,900000.0,"Чеченская Республика, Грозный"
22 сот,1200000.0,"Московская область, Раменский г.о., коттеджный пос. Черёмушки"
16 сот,500000.0,"Тверская область, Кимрский р-н, д. Радомино"
5 сот,5400000.0,"Республика Крым, г.о. Ялта, пос. городского типа Восход"
2.1 сот,2000000.0,"Краснодарский край, Сочи, СНТ Железобетон"
9.3 сот,400000.0,"Мурманская область, Кольский р-н, сельское поселение Пушной, ДНТ Биолог ММБИ"
6 сот,330000.0,"Курская область, Курск"
15 сот,1250000.0,"Белгородская область, г.о. Старооскольский, Старый Оскол"
13.3 сот,2101050.0,"Московская область, Дмитровский г.о., коттеджный пос. Лесная Поляна"
10 сот,155000.0,"Хабаровский край, Корфовский"
